frame,time,Gastrocnemius Medialis,Tibialis Anterior,Soleus,Vastus Medialis,Vastus Lateralis,Rectus Femoris,Biceps Femoris,Semitendinosus,Gracilis,Gluteus Medius,External Oblique
98.0,7.59396,0.0,0.0762716,0.00321181,0.0,0.0913548,0.159734,0.0,0.0,0.0740277,0.0,0.0948757
99.0,7.62729,0.0,0.0818129,0.0,0.0,0.0603867,0.2867,0.0,0.0,0.0,0.230608,0.0565211
100.0,7.66063,0.0,0.0519788,0.0,0.0,0.00193696,0.0912428,0.0,0.00548171,0.0,0.246699,0.0286115
101.0,7.69396,0.0,0.254693,0.0,0.0,0.0,0.0,0.0293141,0.0,0.189587,0.216815,0.059464
102.0,7.72729,0.00959752,0.561101,0.0,0.0,0.0,0.0,0.14833,0.0,0.371545,0.232964,0.0321805
103.0,7.76063,0.0,0.430265,0.0,0.0,0.0,0.0589004,0.0,0.0,0.250884,0.055884,0.100976
104.0,7.79396,0.0,0.579362,0.0,0.0,0.0,0.0,0.0,0.0260068,0.397159,0.0,0.015284
105.0,7.82729,0.0233211,0.548773,0.0,0.0,0.0,0.0,0.0596667,0.201739,0.437227,0.0147994,0.0903993
106.0,7.86063,0.0655999,0.445274,0.0,0.0,0.0,0.0,0.14648,0.363857,0.358139,0.0584279,0.0863307
107.0,7.89396,0.0489164,0.191367,0.0,0.0,0.0,0.0,0.244745,0.369997,0.168336,0.0765631,0.116392
108.0,7.92729,0.0381687,0.0542091,0.0,0.0,0.0,0.0,0.354198,0.330736,0.0455761,0.135455,0.0171917
109.0,7.96063,0.0,0.979735,0.0,0.0418791,0.139506,0.0,0.258045,0.137897,0.0,0.134056,0.000316899
110.0,7.99396,0.0,0.961292,0.0,0.113635,0.371577,0.0318452,0.0,0.00209553,0.0,0.0,0.0
111.0,8.02729,0.0,0.289645,0.0,0.0,0.0347963,0.0,0.0123294,0.026887,0.0,0.0,0.232351
112.0,8.06063,0.000616637,0.136765,0.0,0.0,0.0,0.0,0.0,0.117196,0.0587387,0.0226206,0.195065
113.0,8.09396,0.0108078,0.22781,0.0,0.0,0.0,0.0,0.0465009,0.113883,0.0106426,0.0192285,0.207834
114.0,8.12729,0.0,0.532242,0.0,0.0,0.0471884,0.0,0.129973,0.150875,0.0,0.206006,0.106266
115.0,8.16063,0.0,0.418603,0.0,0.0,0.0187578,0.0174395,0.0207088,0.145454,0.0,0.343435,0.0370279
116.0,8.19396,0.0,0.495803,0.0,0.0,0.0,0.0232184,0.0,0.159396,0.0617815,0.371828,0.0154391
117.0,8.22729,0.0,0.25897,0.000428857,0.0518439,0.182301,0.230912,0.0,0.0511622,0.0,0.462462,0.0948647
118.0,8.26063,0.0,0.159796,0.00132781,0.0462696,0.162789,0.306937,0.0,0.0426808,0.0,0.626555,0.0334318
119.0,8.29396,0.0,0.0,0.0,0.019693,0.0758219,0.353447,0.0,0.00485743,0.0,0.322768,0.0
120.0,8.32729,0.0,0.0,0.0,0.0135876,0.054944,0.312489,0.0,0.0133273,0.0,0.430335,0.0
121.0,8.36063,0.0,0.0616794,0.0,0.00484582,0.0286894,0.419576,0.0,0.00605247,0.0,0.387883,0.0
122.0,8.39396,0.0,0.213227,0.0,0.0300649,0.0968919,0.56761,0.0,0.0,0.0702542,0.426591,0.0
123.0,8.42729,0.0,0.492249,0.0,0.05425,0.175628,0.699548,0.0,0.0,0.155747,0.486633,0.0
124.0,8.46063,0.0,0.557445,0.0,0.0729444,0.227217,0.72703,0.0,0.0,0.184498,0.511525,0.0
125.0,8.49396,0.109284,0.38582,0.0,0.0382864,0.128146,0.532263,0.0,0.0,0.193127,0.0277515,0.069268
126.0,8.52729,0.167367,0.00967457,0.0,0.0739004,0.208252,0.0,0.286778,0.0,0.0,0.587178,0.237694
127.0,8.56063,0.0527006,0.0,0.297736,0.0239405,0.102686,0.0,0.2673,0.0,0.0,0.246976,0.0729388
128.0,8.59396,0.218983,0.0,0.320996,0.00402556,0.0875858,0.0,0.140663,0.0,0.0,0.467988,0.155944
129.0,8.62729,0.347872,0.0,0.394001,0.0766741,0.313842,0.0,0.106928,0.00432264,0.0,0.207655,0.0
130.0,8.66063,0.0,0.0338972,0.001429,0.0,0.0899185,0.0,0.00783711,0.00886335,0.0,0.102409,0.131154
131.0,8.69396,0.0,0.030477,0.00472625,0.0,0.102445,0.162891,0.0,0.0,0.0546842,0.0220665,0.1033
132.0,8.72729,0.0,0.0714565,0.0015575,0.0,0.0645521,0.281715,0.0,0.0,0.0119115,0.153396,0.0700498
133.0,8.76063,0.0,0.0354846,0.0,0.0,0.00617569,0.0863272,0.0,0.0,0.0,0.168078,0.0127137
134.0,8.79396,0.0,0.225555,0.0,0.0,0.0,0.0,0.0232859,0.0,0.177212,0.178997,0.0519247
135.0,8.82729,0.0,0.580837,0.0,0.0,0.0,0.0,0.169176,0.0,0.390261,0.213075,0.00272073
136.0,8.86063,0.0,0.395571,0.0,0.0,0.0,0.0,0.0,0.0,0.252266,0.0,0.154697
137.0,8.89396,0.0,0.522751,0.0,0.0,0.0,0.0,0.0546755,0.0276907,0.389806,0.0,0.131974
138.0,8.92729,0.000444104,0.539217,0.0,0.0,0.0,0.0,0.0482528,0.157899,0.39015,0.0380341,0.0828511
139.0,8.96063,0.0786925,0.557719,0.0,0.0,0.0,0.0,0.0577579,0.356329,0.401569,0.0222082,0.0385906
140.0,8.99396,0.064486,0.278635,0.0,0.0,0.0,0.0,0.197031,0.398143,0.235428,0.0969623,0.0954594
141.0,9.02729,0.0458576,0.0696366,0.0,0.0,0.0,0.0,0.364914,0.389827,0.0601552,0.146248,0.0
142.0,9.06063,0.0,0.980201,0.0,0.0237602,0.0937759,0.0,0.298239,0.162303,0.0,0.146929,0.0255426
143.0,9.09396,0.0,0.962492,0.0,0.132535,0.411669,0.0,0.0370858,0.0264124,0.0,0.0868826,0.0646028
144.0,9.12729,0.0,0.372974,0.0,0.0,0.0471846,0.0046916,0.0,0.0129993,0.0,0.0,0.209655
145.0,9.16063,0.0,0.147459,0.0,0.0,0.0,0.0,0.0,0.10495,0.0446898,0.0136631,0.171371
146.0,9.19396,0.0,0.299698,0.0,0.0,0.0,0.0,0.0549714,0.0899419,0.0298315,0.0,0.19849
147.0,9.22729,0.0,0.596815,0.0,0.0,0.0476315,0.0,0.123254,0.137394,0.0,0.185948,0.0395111
148.0,9.26063,0.0,0.430532,0.0,0.0,0.013761,0.0131749,0.0320793,0.138943,0.0,0.31947,0.0
149.0,9.29396,0.0,0.54493,0.0,0.0,0.0,0.0254164,0.0,0.168276,0.0519187,0.344743,0.0
150.0,9.32729,0.0,0.291365,0.00920452,0.0571769,0.194346,0.190303,0.0,0.0631784,0.0,0.45124,0.0956479
151.0,9.36063,0.0,0.151099,0.0121228,0.0476269,0.166825,0.31945,0.0,0.0393519,0.0,0.581131,0.0366036
152.0,9.39396,0.0,0.00630854,0.00717835,0.0208034,0.0785346,0.362234,0.0,0.0,0.0,0.292565,0.0
153.0,9.42729,0.0,0.00935378,0.0,0.0116597,0.0479368,0.323135,0.0,0.00493297,0.0,0.433116,0.0
154.0,9.46063,0.0,0.0254677,0.0,0.0032571,0.022918,0.426963,0.0,0.00225179,0.0,0.373702,0.0
155.0,9.49396,0.0282497,0.163207,0.0,0.0315431,0.0967315,0.567155,0.0,0.0,0.0783417,0.412147,0.0
156.0,9.52729,0.00184791,0.368142,0.0,0.0564897,0.179961,0.679579,0.0,0.0,0.154338,0.459085,0.0
157.0,9.56063,0.0185485,0.561009,0.0,0.0624902,0.193713,0.702005,0.0,0.0,0.168504,0.51972,0.0166251
158.0,9.59396,0.330753,0.549933,0.0,0.068315,0.195101,0.545103,0.0,0.0,0.133627,0.170609,0.177827
159.0,9.62729,0.130902,0.0,0.0,0.0580336,0.177996,0.0,0.253467,0.0,0.0,0.559358,0.236709
